x,y,z
18225.152707743375,9964.466845562447,23725.55259549063
63934.8132956888,66996.33518352258,93187.07739568347
79497.03878101212,39102.94806120098,39961.62280590494
20747.934683907886,66551.17389891892,65397.06260435955
50839.28283659879,64101.438203294405,2859.948296751769
11983.867733230125,40231.60429672469,16856.185676652567
5605.989736258288,98783.54789637866,20434.750107360334
92916.38672564915,65183.204027349464,68479.87597162844
92416.79135618189,11578.721152082138,29411.378892195895
39941.04371389467,67557.85624642514,92369.77313328399
57611.07753435414,45111.80436100033,53123.840718592306
78630.47930279953,85736.28117145521,53798.583303678606
77237.20052074747,14641.094815185385,72251.57298499253
88525.80766744385,61847.95289762149,85811.00296427947
38392.47737637491,20604.556222262672,88952.31973436911
99863.78423704141,42865.5307039147,36587.150981840554
68716.99161910893,88658.6227941363,60737.90012507817
49716.498845891765,11819.595010280582,10118.04510508213
47891.1830035755,63892.61591543485,5980.345359089967
41482.42545725725,67409.95049192749,90237.00896488901
90803.4070543343,30563.641035903056,12825.68530606718
71710.78454109703,35035.698728966956,31155.140891453593
22940.581938611682,4609.155544611065,41236.51115728124
27827.23291274538,21419.525011245434,34617.413163937716
73490.20798616101,60086.69797097576,62090.997918243964
54644.00036200179,25360.857366159573,84019.52852676006
37000.9302128117,80164.83395535093,46621.20789196114
13987.968265684802,75120.38466827663,65741.93812235213
16983.36831466857,33106.014037207155,26897.458935692197
388.76477491304183,70352.4296434438,4288.596513736265
17023.86727603853,90595.08246389765,90915.920692797
18458.377592402496,18486.424580079707,67925.22915181368
22311.0448702737,81007.77566244722,20243.108664816755
7254.773607875764,70940.62568143065,79010.9916156844
85987.00361693346,92186.42159778239,79370.94323310468
18335.648639490886,76346.43220492934,45196.10541545024
32870.01836875498,23300.14335239915,32087.99206472055
42260.28722378965,937.6561154667895,61368.61118032992
87601.63616475865,90649.49337731084,70515.43141006229
88329.45667521899,12134.729459641192,17383.953431049682
16761.10199408142,78643.91079341175,78330.09296657256
61611.155793010206,48663.97781002764,44435.014976224775
63597.321128806376,41068.473416173,71351.57575171694
9230.9974694049,99502.09726303455,68088.84482963101
57501.98148354072,95031.9585827907,31483.647858816956
69802.03236993132,26188.85396095467,30877.818346729968
45315.605035467255,94567.12414667226,14027.6954630981
93486.14997395802,97521.58518149341,58187.26086843208
40004.42508503523,37958.34923559762,92877.8173551133
33303.87714531986,5271.428499535402,2439.6651934669553
62185.690440701255,91286.25848836782,798.7792524441039
40367.523129488436,35256.27102068628,19068.798414779954
5285.296233125092,4894.485869247133,44146.64878561858
79308.59263814129,79875.77607339452,59672.355310835934
29105.304064302763,92439.64674755876,43625.99064803715
76636.63446129953,85159.78437658363,56216.78620185556
72972.67249530519,64681.169077539125,43105.322490308914
79912.2116137948,72465.3872477675,59267.67450459588
74838.48839364672,31829.189823317673,49456.690976925885
20149.627886015754,59802.825828667905,86464.25852344722
11328.06345729409,65658.93106597863,67766.93353495747
84958.95654783229,38366.188904098664,9607.281167462179
89111.18950277634,9539.492809985306,92646.43750151906
64987.784654043426,35591.10427080373,82181.39634430103
50126.40472835231,3886.061985909328,97105.74800869757
89014.5636971887,96536.91122657059,18621.281355304196
1815.5143624924208,65172.002669714224,8128.30956097591
49174.028401030446,54813.18025023456,666.2713822441547
22953.967184344525,40288.448858373384,99942.07525854443
88299.76412937602,51399.60796236189,96251.55913501939
96032.39498165812,33924.175057157794,39708.3186361017
31029.903625688916,46221.92912208541,48939.85475169626
50148.13644805861,9331.84734287723,80340.93835626708
36348.4956879058,76474.21670036086,18274.844265489275
34005.8232038313,35081.88547236958,43140.0735223898
33532.1860555612,39129.02619714367,45662.30510202465
65817.62409369591,98173.66505987289,54820.91792028274
35455.17829037843,3907.363875252956,49051.062808308
95037.59134002218,75487.89475295872,55565.382501207605
43914.67031454227,17697.486240009286,14749.032920077798
7005.087330631599,75980.22032134514,79401.02807584305
31956.514599732967,63140.80657085461,99047.8776947744
97162.67061227863,57522.379349426956,34942.9482295021
46367.76314242703,78956.97890106868,4550.288388412538
10425.0435905882,19194.276210174656,80174.4654561736
30971.990792659886,42492.086635551044,57461.515249688455
50169.92528729205,55905.46316480254,42859.590437034676
1126.2263165489949,3785.257568489564,37300.98512712823
10835.293821973013,78282.94824314414,40638.73019722128
81673.11136844422,3624.2808383493475,3347.905581619848
26784.918817058813,71883.11829642198,44723.46799428429
18296.335612989955,58614.074325750444,71719.81810375798
96846.65937073171,55214.23844039778,51886.426573443976
74529.64704262457,60827.56689719507,44713.21866672484
88858.55792519038,88584.16129037796,22176.76365915925
92900.26183758881,75834.99434193678,9131.814660889326
44936.94653282543,73630.54057172913,12550.914219560595
18472.312609941666,31617.317620086294,82855.16914522402
78096.0502620347,46304.439958492214,80969.19471325364
45568.01179508835,30765.69672998909,41030.15225754323
34577.672466511125,195.77945555798726,284.35435260171226
34810.929011304346,53429.97618639018,32447.978208194017
71983.46918148581,76806.54001204703,85314.09853725304
7776.6604249848715,75622.10737946165,49124.72945822959
93421.02050944751,88293.25707337838,27430.047935889714
23662.944157509613,58066.50751491098,2791.149724599096
47233.73834150796,43828.17439743988,94846.6122121151
38175.40965971726,33587.786206217716,59414.531404716756
41749.21715905443,1790.6180927769299,78822.26246696305
83964.68922461366,40798.959906279095,60308.31567779764
2743.194919365288,18872.4192712874,80487.66103226147
96446.14477203441,65670.49654847117,27592.06541713115
56414.75853272535,40501.48823393801,95282.69630180237
60105.95472543084,77820.9086988115,38149.744915417505
66276.54120653724,28012.690273819873,5164.583164569414
90335.7608498931,66992.54957347344,41820.30634957249
85834.02718946112,63837.56933255207,31472.39241724614
469.3771393154855,21839.19359355313,14478.88248788194
87377.93991006962,48239.476153364056,73806.40839251045
85197.52901210528,27790.950445896688,6436.012225993782
35101.19051972353,22945.56550065505,85581.09580684223
45656.722991675415,48179.96282793798,22016.04661443768
83721.34511415161,3445.265897581984,51014.17790436864
25888.701975986995,3377.69676183165,17884.8994985092
46482.69724610512,70252.35226945131,62864.32972135586
42392.35266542485,25396.163444731967,22421.34429882113
15323.992287430789,35113.017696989846,60766.853933940554
37083.0473175102,38754.62409482013,12891.989822709438
27180.57621161948,43845.284475351946,71631.69126057952
8718.76776224233,93829.66955608956,20254.649935950707
27259.208785031984,65840.93723514338,40803.17083770952
19204.343381554434,89677.1839523894,9562.303859904998
93545.57617974994,31556.776312805436,63318.07704668628
23698.81022947109,46299.34613346442,96100.0107619646
13856.010243260374,7941.098992396678,95564.27537933686
58649.48681315666,63497.2532131297,13823.872425723572
75567.89948169666,70318.43781420196,20256.123194987875
8912.678787567585,44853.48135384441,26184.59524535637
87752.32547148658,62609.34984625284,51085.09798628506
51210.5006381759,95924.04867304252,41451.943680635304
51627.91419225518,80422.45795421116,49612.07805428391
68958.27067163649,23034.95399385782,48736.337616259974
9248.385048037,24632.909832911886,68662.88623753235
99862.94462163217,54564.64371018791,34635.854986235296
73143.70263166128,24846.60904057642,10786.503928935188
40410.139981523884,91722.95020361322,72747.82752584905
65356.84856265794,57554.740805749905,48452.25298086326
92443.90546911948,24575.24276658907,25907.768160997548
49206.52256607886,75271.14855098863,85088.21975178857
69251.10281258942,73187.73909371198,46770.26433066037
9874.608429753107,35849.34810015809,74049.78600705332
85565.87535031782,35994.891005970465,95664.05896001785
76920.15104663043,79287.52799158636,40908.13778520235
35818.86327946109,69708.3184799449,62289.48036333666
25836.65690403657,52703.31745959127,49284.83191995088
37574.78107983927,63973.87990533523,75228.22587316026
5410.358952446781,26762.620187152086,57051.80343696318
44584.52170182896,74976.91405587952,4745.774905434352
13300.162404438432,34199.30304627854,83915.48584538624
29487.92167747072,14170.571506492035,3202.1043362303826
97701.75904149684,27813.365271816205,93934.26229462736
2351.9571090452773,87841.3698676335,29848.033593392574
79608.617930341,4849.678302276306,51670.814253247896
41561.32788648565,96158.7449648005,90136.42057329521
97099.75708480609,57232.653028034416,2015.25044332721
5829.428342689713,28530.71602180599,57127.625994375856
40542.894476651716,16302.566914118177,13518.383789152322
34919.53008483064,54004.10554004675,36722.605791982955
80725.15819029938,85166.80564049211,75728.12738714232
73074.00595301796,56303.33996192872,87292.68645678744
96713.0617258744,84244.63139384417,25410.9050396923
58801.82298008476,9605.39135219558,25000.475293293388
79734.86687297237,96941.78501613473,58597.223121970645
47765.28415594305,91176.26952097371,8993.48550503022
92272.36846534292,7753.773338490444,63139.04080389181
91196.63894289995,30862.74930593418,14638.024482091561
49112.282471331106,60619.3089266249,49438.333032447335
41521.176534694794,28160.84630950183,24033.181253977033
49551.24173109723,29847.89603438195,9559.194568493835
46100.39129999963,40540.43892189692,61811.350699725655
36598.28712744315,30369.521093444862,34857.81814357837
82932.27420171865,29000.013564742876,20419.879199890256
15689.876335785624,64515.48148534014,28266.13649343388
35111.33632839286,550.6466599966009,62732.77330241038
33978.93830844614,70084.55820800673,52103.92907993209
46856.287850664194,61180.178319143306,62956.508113212396
65653.829557222,68582.42944905469,17807.89328589115
19877.59799977973,78229.42202002632,94348.61574813724
62861.534503826944,25316.226728488487,23689.052819369117
83648.59392223197,12581.385404435874,41629.535633969426
93669.38452466833,39470.584248678875,68067.06007612315
89304.41054735285,41854.557934020035,47959.3474467371
9629.166437466209,18578.442092821522,72207.82202346617
36207.21239633465,14367.603828826603,58826.0990168067
53491.74441588134,82226.05685837714,43689.32751380355
94133.84302141888,61857.37003459499,54637.29743164429
23830.458467910586,42266.78518333487,18306.343114476174
8944.993718658367,8601.112993216819,26318.484467698887
17115.307025546223,98484.4752529209,11924.289942797017
42967.46312279565,71943.41333236957,4681.530129615508
64051.09971925137,4910.712861262112,6112.4823348509
54836.57440816313,87201.3068522121,44486.33484956993
8709.247894487082,18885.565335845313,54339.56275694546
63760.19258506614,66836.9745719982,99765.76643199837
77205.34072722196,91916.96763994906,56552.81071647343
30353.54265804103,38105.41333496641,5256.7944280969
95099.5860059175,72979.5030562815,5389.981441692915
47427.47717394844,6134.684951142788,1302.5975637149688
72558.52866870203,30641.04124725322,78944.67613853514
9075.247081980087,94027.77931821726,81581.24559987984
5844.712721419676,74855.94157000068,33152.58449154933
23311.66223462694,79300.7375545678,46466.99521283788
42191.213489365764,22281.07279047261,11637.012093523414
90148.2301883169,61690.21956749308,32817.546912009464
83776.16345157548,43180.950104824464,19436.020144102073
82190.41311746206,7448.697339017041,44330.192206592634
14625.28070507283,61788.823832705355,71481.00226053644
60303.0804478085,40196.242624394865,71151.85811156392
17896.186936412905,16956.335996857884,95945.61612378272
56474.544176961404,22729.38086751399,79534.1086503157
28524.266121401055,50633.008756733936,35301.939118065304
47332.56745068674,12799.319372275286,13824.49494461202
19310.58937892881,27757.421033431474,73759.37948762193
5895.837596509467,45359.5172113688,46611.360223777774
98715.8979996753,20629.58672891022,35520.3104305916
24933.98078618404,98779.83008992669,63636.67661104962
22004.468574237744,48436.58939734367,1877.15479685856
83693.79363245955,47622.28895687802,49123.35761038025
27497.386852485917,84028.086438141,96819.58813593976
70697.76175924888,7140.104724803465,86786.49844502087
73959.50104532315,81459.46534026263,42845.52410947336
32951.05293165935,29453.792568082914,81372.69745714066
66239.24136047544,18581.354698366238,63488.186457560834
43339.46623772764,74957.72180363651,21601.151242880635
67704.83869852392,76954.1909077307,17003.48692280451
25939.057791445164,71624.86313962517,67201.03802518101
54443.735321005304,3326.118581988502,58467.38318592687
31712.10991327311,23490.21677103218,27451.749266740964
49204.26723467096,27370.676592592103,47253.59613582026
189.55079345089888,39213.01293122057,87934.72007182619
64817.7009941207,44172.073281324156,76850.80852280042
21352.194847091556,73976.92359399397,18148.801069462374
81973.55114738166,97364.27606067933,72790.80991372386
38227.589270106655,41242.027428924725,27959.06952930597
84249.13003840148,77192.50585301386,90414.31382558947
79722.37495870437,63153.98436040459,33110.91027041296
48304.276734515675,84477.00101850252,5186.199279470094
55064.22649417033,68312.99095702324,97618.3941533716
44618.190892276674,13972.782627139124,8980.907424068064
99099.52477233006,23745.73168083811,71822.91132119889
23667.74468562255,21174.73793527672,4273.588629343394
3646.966718082578,40054.10592068376,68151.85779128327
20661.185804050543,87224.60203555555,36913.86792657777
47555.13908105467,29953.640378040513,64787.440640925844
86653.90285616364,96425.71530446532,66994.85204284704
68614.25955550377,64315.53601034859,38669.21855166401
57952.559787745864,45748.10874852215,46213.177621993826
45873.4269891404,1229.8378741672168,40681.63883450701
75221.67877393651,7190.908052375377,12352.83106479539
33458.90691107131,70133.50932585682,61294.45326239979
47986.33912263151,73147.13486844733,24964.69148736674
25022.050015284836,45039.35797013883,22795.635825461446
1602.5825794144243,26019.514919853693,34751.57072423194
10749.05647097989,66632.88502525356,41018.001428433316
1649.0405330270241,43299.85887459951,88526.8892259243
51235.31925412081,32248.20791259748,34404.85710909703
82773.43320507233,9093.469313079904,50010.05572092999
85225.1759695992,34915.15423973588,64988.038417231495
68207.87555819687,81823.68924606076,53365.07736637951
96931.05293619851,60944.77617498967,24435.207532188997
74082.95341414565,90210.65945845257,50245.41870389426
65817.08875445316,87187.96506334847,95294.61937767865
95425.00913355371,65731.53894658743,66018.27022984749
59014.12407495861,46979.81383772332,58594.44068764884
44420.113914038506,14928.581454015577,61691.531664627364
25826.235464778736,55952.139392019286,58562.943100825505
7407.924875764027,32833.76317675335,63878.91955325296
31891.64467012664,76945.0206478772,54216.98738420527
66283.54572353786,15871.510965608682,45213.211504520325
69860.90666034402,19925.80175932398,77650.88639764609
85754.08779420253,93244.10266618544,17945.834191073573
5445.270004136038,42451.855931696635,97771.76004559871
16006.71534405792,30949.645961272097,97126.0776237882
86240.27883355266,95816.47446874467,69029.14602106872
32015.909780559636,68046.80105014524,1559.4071509726803
89879.57173270732,25098.72734230908,99958.23552488555
9306.832926966303,32361.48144606623,18358.214682920083
29812.082526087248,17846.915831848277,82554.583388869
92434.9088926772,16267.26407861685,62148.734945591714
78802.81681205051,84320.00809240133,48269.77332383169
10073.313298595887,30758.80039505139,34174.87464077625
47765.37358140933,17831.010688795523,97225.89188037708
98719.64924820125,28061.21405018084,18263.5720547322
91410.91378254097,89372.58667391421,41251.98250372779
15825.369815398215,53540.30140625391,94129.83612095533
33671.58188491127,16193.672792816915,59874.89302478025
171.82609718995323,20258.851293697044,45400.31239098035
23191.270186251688,90590.19389667333,18389.57967577497
55051.736389439786,49820.14506130575,55583.50578950585
79456.66119949479,86555.91302623716,95788.41410294315
21484.554521916645,29808.876621395066,9482.705894049048
30971.232736952825,59128.54101604436,63853.81830642742
10071.980914430656,50176.53380353577,49973.17509406327
42591.055354909724,38614.0463155521,68460.33079439854
10203.005580612957,13398.43446115685,41303.80286232428
6805.649606783626,25046.41279958939,36601.96893810622
13955.18999402503,53628.50649979424,16774.033402898902
52711.549795645384,46045.16772546636,29871.48560228089
23242.077337226096,38781.68114620575,90245.02734807572
77910.98689913591,77950.16955843757,45993.27131473497
32531.946488599482,31914.383795128433,46693.972314626655
14737.394969297524,1370.9300001906843,46155.71280537136
32471.41338134668,57880.81415731329,75812.31832728522
3779.299769014699,58264.80250753995,64595.37570596788
78300.98875713373,96658.07314859971,42763.15667820909
93532.32572952086,55765.552681629895,62579.087928219466
68312.33908386856,55928.529587746365,43499.84658883786
20678.67595870735,27510.133915090795,22765.215408697048
9153.038427758176,22255.469083593915,82038.67831602914
60407.91087329079,6105.63016349105,94982.5161619514
43688.96905843428,67667.35159059089,94729.35167305484
86259.71437751813,9623.632553728577,95384.96129362204
75341.48847268068,11085.730350333944,15075.791709557861
79525.86151742298,61958.90645983143,98065.72498723595
44957.40152762329,56909.435082464996,43108.92525378473
94844.08538418642,33607.55413382697,2441.6447399166927
73128.72351791417,42939.87558275834,37946.887322095565
69848.183447118,80106.70855554598,36860.53121813751
19164.381751708857,82099.45215004405,67290.03937893028
95673.11771992868,11267.788202467565,64902.3866258751
51415.15977106636,71224.34608530015,68275.20782353159
40668.22826509042,13196.679239938392,42476.6860097045
3898.039140648446,95292.84105818495,2821.847845367176
46098.84185146273,49556.12522937639,90912.1485872182
26971.073039142302,1485.9306615186308,24990.956565361732
32349.14405716991,19727.253436238425,81195.72031617817
74703.81207599302,91843.95929921893,91688.87586092859
42492.24725333428,35567.9109851897,17893.108769092934
41149.5472093923,52870.207471422815,52512.50046618126
69762.68688153327,19413.673225829665,39942.06262099888
29044.633671170504,17641.497608930502,63230.97032712581
52760.57576823079,88562.20269418941,64840.03112144143
10978.58266347076,41947.88335868853,88504.16365332053
7185.812522753466,4731.826460166167,15863.094342799022
38537.51924508799,18323.50866491026,8388.636458284303
13596.336494008698,98833.73188177636,10816.933220477187
69239.5101174695,87329.23599259647,51470.13524233136
86628.56828609978,8604.106000015,9602.581812081346
28859.711907082565,93852.37539862518,79227.67504529691
783.8455260298249,27375.373580675543,23215.76185132621
70418.92291634418,70763.80898639625,16160.952230654291
44501.70589701847,59400.77203138433,12199.149120644437
85609.2305077686,18536.09144828785,89829.17073258948
18096.775234234952,45467.17120524143,6200.768905943266
49919.98294034464,13971.718785332643,29279.613144361716
18790.772609123596,98176.09354684947,15903.645185894233
42626.14059606775,85934.10000157515,51454.737357824066
43683.95672604302,42410.07215312498,34750.57015110156
60291.30158470851,63881.80040231053,87464.51952539402
29670.902531706743,951.7955555041424,30491.568790677127
90478.63610530471,79809.7695985846,54507.33176387724
12017.37061603284,23542.109110953723,21472.262198707736
42245.547403931014,11720.911794121592,84319.87697969163
49678.55393135302,38317.79562865152,79906.99770090505
45830.46373271373,7638.396894855293,6428.374271738468
73768.27025871354,74347.52623698719,19342.742172681836
6889.9574931437055,5715.760208131138,91899.42342394649
10149.017759326085,20684.805486750458,5197.453538528795
76503.28567939995,32777.17646564182,99611.39242374939
66179.7175241996,57439.4938654362,83821.01750700964
88445.64904075078,22131.653996192013,22978.940199523935
38502.12417742002,74149.31272479208,68000.37172855354
86582.65786451235,25969.527410468152,37239.27712675466
86654.44622485604,93205.54007685675,40499.98214394055
66792.81924324605,84467.51573377156,57446.85316402692
83417.54723533304,34633.10970068566,34052.31785266322
83440.85519789565,29452.93831555853,11698.042577928902
33184.34621199454,29549.178807250697,93047.48343799019
32848.60754340304,6532.153215199243,59109.967761435146
32225.727610561316,86391.39316856844,3657.1185674669437
10510.883168979279,26224.147437641954,24042.34107706458
46009.72947905678,69494.91533635264,46829.71292692875
35215.64246178788,17243.447579644046,82231.48206631998
85181.11436415998,34315.90132980867,26979.337777843903
71198.80923648232,86524.63935820851,96844.79369594842
8793.789126325568,80212.19816505988,3721.652107252027
60068.21876005409,72106.29713315074,87197.37787207126
379.2131496302198,13823.591291201787,99557.50803014038
30987.957455806147,1461.3178717503117,17205.57184364844
50009.4748362039,749.7721097531107,28469.09051494937
61424.47268944758,36412.93193642054,27704.030757125063
52430.67652060833,9890.40015062127,10221.961212051467
8511.046394825062,19059.99867768173,46220.40318401706
94154.69425615277,22098.91008830742,59974.417482304474
11480.427704377395,21946.02935546457,45967.4643893649
99380.5373105935,3959.83092201424,26946.95018026908
10621.332799384143,70700.39195824086,3935.823655404902
82776.3507271665,86730.82025026929,42721.07345873033
75101.92283810991,61999.33919263286,77384.86787054143
12075.774995975697,33115.936576244945,4168.5370993622355
44971.792971632385,61732.79526520334,3257.523139614493
51604.60310044033,32004.01049673679,98127.63438820507
85449.23939911052,81482.14246115218,64354.350895484655
213.5214143806241,75586.01094557998,31436.536045682173
92401.22579508444,71341.60302700034,78089.5315664309
26855.59774954267,74803.79310089935,95703.5943981618
48234.1848892535,32225.534115351627,11139.866173317836
84589.5544421165,26418.717124479797,91211.3264135426
88030.27293543593,36494.67831473912,54581.4623368622
54085.91564029879,86674.65512135174,58122.656730702314
80518.49008081273,170.12119824562077,93695.25753329587
55571.54677510214,52240.256013484985,2600.549095680127
12787.353086635943,22307.725565111858,5334.064028488805
89323.22756819343,7544.574529058634,74725.92845200369
21912.013239324413,99314.92276264603,50051.09166104582
53131.510175398435,95185.74619370559,46561.88087884669
52334.77691244514,69333.35906571217,70536.21307424855
41493.00282975458,57304.84979368259,74165.51731829601
66396.20289542201,87404.54187030521,66169.15016588899
73718.6655266819,86642.46771791883,90329.5278318086
77600.94064371598,53438.7714580703,22665.155803530422
78117.19402420003,21101.337905032604,50345.5732395931
72137.57710920263,3615.184056792675,65122.5169500685
16143.753968490471,5668.499189752396,34847.237675147866
73369.16708218823,20440.64786920091,64661.59545374598
98373.85415282381,73519.21603687824,17494.754356567377
62227.894802965166,3877.396737397132,36450.43243309716
49665.78492819679,833.2907213623786,10714.859984836023
47248.03285301209,38896.7385178819,4110.7847674971
66858.6045279687,5101.311723063084,68756.39067558826
29428.26582901158,12877.014252274133,57315.06308222671
35799.99955410105,66559.93002806204,75229.40172336382
58091.61156355606,50534.97217090415,19172.68529403071
83040.078400542,59437.5280851746,73251.95490932712
48097.967132585516,46754.99610293603,21842.062647606497
56861.60808123513,24643.930479048835,54441.80531078802
93740.20256385901,5644.443914440789,49204.83440013303
41665.42983907947,40368.436122134575,41112.93736740107
61962.97892616103,80223.52967422371,31926.208555374546
27230.93236828994,21981.426560318097,70766.32077508069
3391.5132648664635,43603.300214092975,92694.00651483532
2818.1000117969647,64237.091634856035,71071.04034464461
28223.081151596496,62912.59460312543,66681.14594762935
70088.29473384612,7347.202137395081,6815.73471787974
8304.810278956931,29075.838674170496,84632.49178056642
47138.314039330166,59304.93981087218,51453.80329583531
2033.7856524116794,40281.57520482866,65214.41655700519
19139.351562944594,23742.593410636302,6988.277904334106
7053.912609526081,51341.114683486565,47955.629296261446
91088.27857778949,71186.83999068532,26186.977135389978
65794.84849081695,55697.646305672955,53440.024424004696
93953.81889644587,90392.17049183523,16513.557560000547
13817.592291081583,83572.75717309037,91525.9029659067
38526.75025361307,32915.502778502436,95812.0625220274
29748.634240361473,74485.37446776236,81634.07991359239
13625.699136544023,60115.919198011135,28032.743148815698
98998.9044535504,93712.96889445266,95055.97244874819
89290.49375910008,12978.172458235815,67125.61955960454
90482.75297299594,34512.90423132519,27801.386835832585
41676.163425233295,9905.879613428726,24218.751828611472
7372.37706222742,57668.34009734775,66802.76431896501
45277.34938804078,27990.48660915967,56723.60696120322
62593.70820094269,44963.02285393937,31186.48491235585
72707.63612869555,45680.56544114278,35816.126602367185
77649.38458952752,95269.21532159267,21809.323585654005
93966.85707757859,29975.207793201254,23770.180355641547
53550.054812039074,31838.935293787497,40924.73930316472
84583.34122714757,42489.22121343912,63277.68651537696
22233.729903029176,78358.99399397483,66695.98254374976
83198.01436145364,50537.297691163716,50829.16442982004
96821.8851684095,9043.69349005104,66904.28796009053
85587.07545668483,73615.85892490673,8843.138056474208
83162.06394798312,93921.49086998745,5592.103368157064
97022.45566495301,84518.24363668659,47391.43202308387
1388.5638005781354,40210.286012604534,90407.30908237117
7674.729753310994,84790.99838004101,69529.29071116568
25075.777829303213,38383.927869298495,68303.27843872439
50248.93816886826,57992.9530082911,77111.57776588426
77249.87172853047,51746.61312632702,12915.94378372789
53802.01808454152,60721.652046060626,37490.8924198602
2099.6043440060675,269.45432972730333,81241.80320127383
31822.549699611336,18193.01809124243,80817.73972400856
20814.837375291583,91860.00897566142,28438.901491135337
37101.70606132137,76842.74425727472,89206.53322298128
23458.49240842084,43833.251766727386,64262.42318738655
91086.38817330933,11261.825883054755,26318.897285303
58885.008870438614,99030.30066844859,60626.77072810586
74100.90061273343,74352.99083285205,30004.45908769992
47776.41995565842,67800.02890978873,56103.410518217126
70623.82989921002,51612.599131957526,86039.25793803767
25561.06735942726,85115.57390385075,68414.85138628756
26607.584644632097,69453.88810862784,64352.37659188061
44740.589801071284,90360.53266230081,43787.85608946434
76260.99719971286,77782.05846168788,37439.874420637905
98056.33114337821,20678.66319199667,33447.346631749184
94744.18487473027,59121.2774657698,38995.25566043518
46907.29789554457,80975.01136080356,31573.204935527898
3885.8361130094886,89190.11423158615,29320.92041453509
70591.40698474729,59734.8648405865,64833.74570071906
50747.670244252375,84023.17174739971,98351.00464485463
52928.58670919863,63329.368121199805,16331.724349323073
30779.624428223142,70461.682583905,26968.458171022492
9366.26961318514,33670.87095472223,31873.975588004123
11041.07125615249,85257.52851660116,50003.36913142257
72060.04958837653,6602.395594976251,38498.97292167664
38781.57908990543,58674.80576707458,838.289064139064
23959.403691210635,84219.59749081341,24730.010570718343
75772.08722576888,56144.25464677725,85587.55103234526
34621.598157943175,68165.98245706996,89794.41580237946
14634.847168118093,35818.62020534987,28333.455810955733
